ID del caso,Fecha de transacción,Fecha de disputa,Monto de la transacción (USD),Tipo de tarjeta,Tipo de operación,Motivo del chargeback,Categoría del comercio,Estado de la disputa,País del cliente,Caso fallido,Tipología de fraude,Transaction_Amount,Merchant_Name,Chargeback_Status,Recuperación_CBKs,Devoluciones_Comercio,Fallido,ARN de la operación,Estado del informe,Fecha del informe,Fraude evitado (USD),País del Merchant
C-001349,2023-05-29,2023-08-21,1.44,Crédito,Cambio de divisa,Producto no recibido,Electrónica,Perdida,Francia,Sí,Uso no autorizado,1.44 €,Comercio_1263,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.44 €,ARN00001349,Pendiente,Pendiente,0.0,India
C-001349,2023-05-29,2023-08-27,371.06,Crédito,Operación,Producto no recibido,Electrónica,Perdida,Francia,Sí,Uso no autorizado,371.06 €,Comercio_1263,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,371.06 €,ARN00001349,Pendiente,Pendiente,0.0,India
C-001350,2023-05-30,2023-08-12,888.12,Débito,Operación,Transacción no autorizada,Entretenimiento,Ganada,Estados Unidos,No,Fraude amistoso,888.12 €,Comercio_931,DEVOLUCIÓN COMERCIO,0.00 €,888.12 €,0.00 €,ARN00001350,Hecho,2023-05-30,926.62,India
C-001350,2023-05-30,2023-08-16,1.38,Débito,Cambio de divisa,Transacción no autorizada,Entretenimiento,Ganada,Estados Unidos,No,Fraude amistoso,1.38 €,Comercio_931,DEVOLUCIÓN COMERCIO,0.00 €,1.38 €,0.00 €,ARN00001350,Hecho,2023-05-30,926.62,India
C-001351,2023-05-31,2023-08-07,672.35,Débito,Operación,Duplicación de cargos,Entretenimiento,Perdida,Canadá,No,Robo de tarjeta,672.35 €,Comercio_647,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,672.35 €,ARN00001351,Pendiente,Pendiente,0.0,Australia
C-001352,2023-06-01,2023-08-19,143.2,Crédito,Operación,Duplicación de cargos,Salud y belleza,Perdida,Canadá,Sí,Fraude amistoso,143.20 €,Comercio_1924,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,143.20 €,ARN00001352,Hecho,2023-06-01,651.94,México
C-001353,2023-06-02,2023-08-18,486.93,Débito,Operación,Producto no recibido,Salud y belleza,Ganada,Francia,No,Fraude de identidad,486.93 €,Comercio_252,DEVOLUCIÓN COMERCIO,0.00 €,486.93 €,0.00 €,ARN00001353,Hecho,2023-06-02,575.7,Estados Unidos
C-001354,2023-06-03,2023-08-02,727.15,Débito,Operación,Transacción no autorizada,Ropa y accesorios,Ganada,Francia,Sí,Phishing,727.15 €,Comercio_1712,DEVOLUCIÓN COMERCIO,0.00 €,727.15 €,0.00 €,ARN00001354,Pendiente,Pendiente,0.0,Alemania
C-001355,2023-06-04,2023-08-12,1.02,Crédito,Cambio de divisa,Reembolso no procesado,Comida y bebidas,Ganada,Francia,No,Uso no autorizado,1.02 €,Comercio_563,PRE-ARBITRAJE GANADO,1.02 €,0.00 €,0.00 €,ARN00001355,Pendiente,Pendiente,0.0,México
C-001355,2023-06-04,2023-08-20,415.95,Crédito,Operación,Reembolso no procesado,Comida y bebidas,Ganada,Francia,No,Uso no autorizado,415.95 €,Comercio_563,PRE-ARBITRAJE GANADO,415.95 €,0.00 €,0.00 €,ARN00001355,Pendiente,Pendiente,0.0,México
C-001356,2023-06-05,2023-08-08,682.27,Crédito,Operación,Producto no recibido,Comida y bebidas,Perdida,Francia,Sí,Fraude de identidad,682.27 €,Comercio_1442,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,682.27 €,ARN00001356,Hecho,2023-06-05,96.63,México
C-001356,2023-06-05,2023-08-15,1.03,Crédito,Cambio de divisa,Producto no recibido,Comida y bebidas,Perdida,Francia,Sí,Fraude de identidad,1.03 €,Comercio_1442,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.03 €,ARN00001356,Hecho,2023-06-05,96.63,México
C-001357,2023-06-06,2023-08-23,555.76,Crédito,Operación,Reembolso no procesado,Electrónica,Perdida,Canadá,No,Fraude de identidad,555.76 €,Comercio_1791,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,555.76 €,ARN00001357,Pendiente,Pendiente,0.0,Australia
C-001357,2023-06-06,2023-08-26,1.07,Crédito,Cambio de divisa,Reembolso no procesado,Electrónica,Perdida,Canadá,No,Fraude de identidad,1.07 €,Comercio_1791,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.07 €,ARN00001357,Pendiente,Pendiente,0.0,Australia
C-001358,2023-06-07,2023-09-01,99.8,Débito,Operación,Duplicación de cargos,Electrónica,Ganada,Reino Unido,Sí,Phishing,99.80 €,Comercio_496,DEVOLUCIÓN COMERCIO,0.00 €,99.80 €,0.00 €,ARN00001358,Hecho,2023-06-07,355.25,Canadá
C-001358,2023-06-07,2023-08-30,1.11,Débito,Cambio de divisa,Duplicación de cargos,Electrónica,Ganada,Reino Unido,Sí,Phishing,1.11 €,Comercio_496,DEVOLUCIÓN COMERCIO,0.00 €,1.11 €,0.00 €,ARN00001358,Hecho,2023-06-07,355.25,Canadá
C-001359,2023-06-08,2023-08-09,329.29,Débito,Operación,Producto defectuoso,Entretenimiento,Ganada,Francia,Sí,Fraude amistoso,329.29 €,Comercio_1489,PRE-ARBITRAJE GANADO,329.29 €,0.00 €,0.00 €,ARN00001359,Pendiente,Pendiente,0.0,Australia
C-001359,2023-06-08,2023-08-12,1.18,Débito,Cambio de divisa,Producto defectuoso,Entretenimiento,Ganada,Francia,Sí,Fraude amistoso,1.18 €,Comercio_1489,PRE-ARBITRAJE GANADO,1.18 €,0.00 €,0.00 €,ARN00001359,Pendiente,Pendiente,0.0,Australia
C-001360,2023-06-09,2023-09-06,805.99,Crédito,Operación,Producto defectuoso,Ropa y accesorios,Ganada,Francia,No,Robo de tarjeta,805.99 €,Comercio_1132,CBK GANADO,805.99 €,0.00 €,0.00 €,ARN00001360,Hecho,2023-06-09,80.53,México
C-001361,2023-06-10,2023-08-25,856.0,Débito,Operación,Fraude sospechado,Electrónica,Ganada,Reino Unido,No,Uso no autorizado,856.00 €,Comercio_1676,CBK GANADO,856.00 €,0.00 €,0.00 €,ARN00001361,Pendiente,Pendiente,0.0,Alemania
C-001361,2023-06-10,2023-08-27,0.87,Débito,Cambio de divisa,Fraude sospechado,Electrónica,Ganada,Reino Unido,No,Uso no autorizado,0.87 €,Comercio_1676,CBK GANADO,0.87 €,0.00 €,0.00 €,ARN00001361,Pendiente,Pendiente,0.0,Alemania
C-001362,2023-06-11,2023-08-25,648.27,Crédito,Operación,Duplicación de cargos,Comida y bebidas,Ganada,México,Sí,Fraude amistoso,648.27 €,Comercio_1356,PRE-ARBITRAJE GANADO,648.27 €,0.00 €,0.00 €,ARN00001362,Pendiente,Pendiente,0.0,Alemania
C-001363,2023-06-12,2023-08-28,608.61,Crédito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,Alemania,Sí,Fraude de identidad,608.61 €,Comercio_1173,CBK GANADO,608.61 €,0.00 €,0.00 €,ARN00001363,Hecho,2023-06-12,399.17,Estados Unidos
C-001364,2023-06-13,2023-08-22,154.59,Débito,Operación,Transacción no autorizada,Salud y belleza,Ganada,Australia,Sí,Uso no autorizado,154.59 €,Comercio_1080,CBK GANADO,154.59 €,0.00 €,0.00 €,ARN00001364,Hecho,2023-06-13,301.72,Alemania
C-001364,2023-06-13,2023-08-16,1.3,Débito,Cambio de divisa,Transacción no autorizada,Salud y belleza,Ganada,Australia,Sí,Uso no autorizado,1.30 €,Comercio_1080,CBK GANADO,1.30 €,0.00 €,0.00 €,ARN00001364,Hecho,2023-06-13,301.72,Alemania
C-001365,2023-06-14,2023-09-12,219.22,Crédito,Operación,Producto defectuoso,Entretenimiento,Perdida,Reino Unido,Sí,Fraude amistoso,219.22 €,Comercio_948,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,219.22 €,ARN00001365,Pendiente,Pendiente,0.0,Alemania
C-001366,2023-06-15,2023-08-20,955.66,Crédito,Operación,Fraude sospechado,Hogar y jardín,Ganada,México,Sí,Uso no autorizado,955.66 €,Comercio_435,DEVOLUCIÓN COMERCIO,0.00 €,955.66 €,0.00 €,ARN00001366,Hecho,2023-06-15,22.12,Australia
C-001367,2023-06-16,2023-09-14,0.89,Débito,Cambio de divisa,Duplicación de cargos,Salud y belleza,Ganada,Australia,Sí,Robo de tarjeta,0.89 €,Comercio_1605,CBK GANADO,0.89 €,0.00 €,0.00 €,ARN00001367,Pendiente,Pendiente,0.0,Estados Unidos
C-001367,2023-06-16,2023-09-13,14.08,Débito,Operación,Duplicación de cargos,Salud y belleza,Ganada,Australia,Sí,Robo de tarjeta,14.08 €,Comercio_1605,CBK GANADO,14.08 €,0.00 €,0.00 €,ARN00001367,Pendiente,Pendiente,0.0,Estados Unidos
C-001368,2023-06-17,2023-08-26,747.0,Débito,Operación,Producto defectuoso,Salud y belleza,Perdida,México,Sí,Robo de tarjeta,747.00 €,Comercio_739,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,747.00 €,ARN00001368,Hecho,2023-06-17,656.76,Estados Unidos
C-001369,2023-06-18,2023-08-26,529.99,Crédito,Operación,Producto defectuoso,Hogar y jardín,Ganada,India,No,Fraude amistoso,529.99 €,Comercio_1423,PRE-ARBITRAJE GANADO,529.99 €,0.00 €,0.00 €,ARN00001369,Hecho,2023-06-18,596.94,Canadá
C-001370,2023-06-19,2023-09-15,512.88,Débito,Operación,Producto no recibido,Salud y belleza,Ganada,México,No,Fraude de identidad,512.88 €,Comercio_893,CBK GANADO,512.88 €,0.00 €,0.00 €,ARN00001370,Pendiente,Pendiente,0.0,México
C-001371,2023-06-20,2023-09-16,920.12,Crédito,Operación,Fraude sospechado,Hogar y jardín,Ganada,Canadá,Sí,Fraude de identidad,920.12 €,Comercio_1368,PRE-ARBITRAJE GANADO,920.12 €,0.00 €,0.00 €,ARN00001371,Pendiente,Pendiente,0.0,México
C-001372,2023-06-21,2023-08-22,867.22,Débito,Operación,Reembolso no procesado,Salud y belleza,Ganada,Australia,No,Fraude de identidad,867.22 €,Comercio_1500,CBK GANADO,867.22 €,0.00 €,0.00 €,ARN00001372,Pendiente,Pendiente,0.0,India
C-001373,2023-06-22,2023-09-06,123.28,Crédito,Operación,Fraude sospechado,Hogar y jardín,Ganada,Reino Unido,Sí,Uso no autorizado,123.28 €,Comercio_413,CBK GANADO,123.28 €,0.00 €,0.00 €,ARN00001373,Hecho,2023-06-22,387.5,Canadá
C-001374,2023-06-23,2023-09-11,707.1,Crédito,Operación,Fraude sospechado,Comida y bebidas,Ganada,Australia,No,Robo de tarjeta,707.10 €,Comercio_587,PRE-ARBITRAJE GANADO,707.10 €,0.00 €,0.00 €,ARN00001374,Hecho,2023-06-23,859.61,Estados Unidos
C-001375,2023-06-24,2023-09-10,216.31,Débito,Operación,Duplicación de cargos,Electrónica,Ganada,Australia,No,Robo de tarjeta,216.31 €,Comercio_1160,PRE-ARBITRAJE GANADO,216.31 €,0.00 €,0.00 €,ARN00001375,Hecho,2023-06-24,624.19,Canadá
C-001375,2023-06-24,2023-08-30,0.82,Débito,Cambio de divisa,Duplicación de cargos,Electrónica,Ganada,Australia,No,Robo de tarjeta,0.82 €,Comercio_1160,PRE-ARBITRAJE GANADO,0.82 €,0.00 €,0.00 €,ARN00001375,Hecho,2023-06-24,624.19,Canadá
C-001376,2023-06-25,2023-08-28,773.67,Crédito,Operación,Duplicación de cargos,Hogar y jardín,Ganada,Reino Unido,No,Fraude amistoso,773.67 €,Comercio_1412,DEVOLUCIÓN COMERCIO,0.00 €,773.67 €,0.00 €,ARN00001376,Pendiente,Pendiente,0.0,India
C-001377,2023-06-26,2023-09-22,289.18,Crédito,Operación,Reembolso no procesado,Comida y bebidas,Ganada,Reino Unido,No,Phishing,289.18 €,Comercio_937,CBK GANADO,289.18 €,0.00 €,0.00 €,ARN00001377,Pendiente,Pendiente,0.0,México
C-001378,2023-06-27,2023-08-30,679.99,Crédito,Operación,Reembolso no procesado,Electrónica,Ganada,Reino Unido,Sí,Uso no autorizado,679.99 €,Comercio_273,CBK GANADO,679.99 €,0.00 €,0.00 €,ARN00001378,Pendiente,Pendiente,0.0,Canadá
C-001379,2023-06-28,2023-08-29,246.22,Débito,Operación,Duplicación de cargos,Entretenimiento,Perdida,México,Sí,Fraude amistoso,246.22 €,Comercio_1437,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,246.22 €,ARN00001379,Pendiente,Pendiente,0.0,Alemania
C-001380,2023-06-29,2023-09-20,466.49,Débito,Operación,Producto no recibido,Electrónica,Ganada,Australia,No,Uso no autorizado,466.49 €,Comercio_220,CBK GANADO,466.49 €,0.00 €,0.00 €,ARN00001380,Pendiente,Pendiente,0.0,México
C-001381,2023-06-30,2023-09-03,1.38,Crédito,Cambio de divisa,Producto no recibido,Ropa y accesorios,Ganada,Canadá,No,Phishing,1.38 €,Comercio_1021,PRE-ARBITRAJE GANADO,1.38 €,0.00 €,0.00 €,ARN00001381,Pendiente,Pendiente,0.0,Alemania
C-001381,2023-06-30,2023-09-22,646.62,Crédito,Operación,Producto no recibido,Ropa y accesorios,Ganada,Canadá,No,Phishing,646.62 €,Comercio_1021,PRE-ARBITRAJE GANADO,646.62 €,0.00 €,0.00 €,ARN00001381,Pendiente,Pendiente,0.0,Alemania
C-001382,2023-07-01,2023-09-14,76.79,Débito,Operación,Fraude sospechado,Comida y bebidas,Perdida,Canadá,Sí,Uso no autorizado,76.79 €,Comercio_720,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,76.79 €,ARN00001382,Hecho,2023-07-01,589.05,Australia
C-001383,2023-07-02,2023-09-21,0.8,Débito,Cambio de divisa,Duplicación de cargos,Comida y bebidas,Perdida,India,Sí,Uso no autorizado,0.80 €,Comercio_654,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.80 €,ARN00001383,Hecho,2023-07-02,955.32,Canadá
C-001383,2023-07-02,2023-09-02,322.0,Débito,Operación,Duplicación de cargos,Comida y bebidas,Perdida,India,Sí,Uso no autorizado,322.00 €,Comercio_654,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,322.00 €,ARN00001383,Hecho,2023-07-02,955.32,Canadá
C-001384,2023-07-03,2023-09-29,1.1,Débito,Cambio de divisa,Producto no recibido,Comida y bebidas,Perdida,Australia,No,Fraude amistoso,1.10 €,Comercio_48,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.10 €,ARN00001384,Hecho,2023-07-03,148.34,Australia
C-001384,2023-07-03,2023-09-02,969.12,Débito,Operación,Producto no recibido,Comida y bebidas,Perdida,Australia,No,Fraude amistoso,969.12 €,Comercio_48,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,969.12 €,ARN00001384,Hecho,2023-07-03,148.34,Australia
C-001385,2023-07-04,2023-09-19,86.11,Crédito,Operación,Producto defectuoso,Ropa y accesorios,Perdida,Canadá,No,Uso no autorizado,86.11 €,Comercio_1250,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,86.11 €,ARN00001385,Hecho,2023-07-04,53.84,India
C-001385,2023-07-04,2023-09-14,0.89,Crédito,Cambio de divisa,Producto defectuoso,Ropa y accesorios,Perdida,Canadá,No,Uso no autorizado,0.89 €,Comercio_1250,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.89 €,ARN00001385,Hecho,2023-07-04,53.84,India
C-001386,2023-07-05,2023-09-28,797.3,Crédito,Operación,Reembolso no procesado,Entretenimiento,Ganada,Alemania,Sí,Robo de tarjeta,797.30 €,Comercio_1643,CBK GANADO,797.30 €,0.00 €,0.00 €,ARN00001386,Pendiente,Pendiente,0.0,Australia
C-001386,2023-07-05,2023-09-22,0.87,Crédito,Cambio de divisa,Reembolso no procesado,Entretenimiento,Ganada,Alemania,Sí,Robo de tarjeta,0.87 €,Comercio_1643,CBK GANADO,0.87 €,0.00 €,0.00 €,ARN00001386,Pendiente,Pendiente,0.0,Australia
C-001387,2023-07-06,2023-09-28,1.27,Débito,Cambio de divisa,Producto no recibido,Ropa y accesorios,Perdida,Australia,No,Uso no autorizado,1.27 €,Comercio_1650,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.27 €,ARN00001387,Pendiente,Pendiente,0.0,Canadá
C-001387,2023-07-06,2023-09-21,405.42,Débito,Operación,Producto no recibido,Ropa y accesorios,Perdida,Australia,No,Uso no autorizado,405.42 €,Comercio_1650,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,405.42 €,ARN00001387,Pendiente,Pendiente,0.0,Canadá
